t,Demand
3621,45610.07
3622,43277.18
3623,40550.39
3624,38246.29
3625,36533.58
3626,35392.70
3627,34894.74
3628,35045.64
3629,36177.00
3630,38079.51
3631,39263.33
3632,40653.01
3633,42149.79
3634,43572.85
3635,44779.95
3636,45750.95
3637,46915.26
3638,47980.37
3639,48946.64
3640,49735.02
3641,49922.00
3642,49374.77
3643,48360.33
3644,47566.25
3645,46488.13
3646,43872.40
3647,40581.42
3648,37676.33
3649,35710.47
3650,34323.43
3651,33553.09
3652,33619.84
3653,34612.72
3654,36288.94
3655,38007.65
3656,40242.13
3657,42773.75
3658,45497.58
3659,48079.81
3660,50395.62
3661,52580.60
3662,54297.69
3663,55145.35
3664,55481.18
3665,55131.49
3666,53902.78
3667,51907.39
3668,50218.19
3669,48307.34
3670,44973.20
3671,41321.79
3672,38252.41
3673,36164.92
3674,34733.20
3675,33937.40
3676,33957.88
3677,34999.51
3678,36753.19
3679,38330.38
3680,40336.33
3681,42843.99
3682,45437.25
3683,47251.97
3684,48780.57
3685,49796.51
3686,49652.01
3687,49200.63
3688,48763.04
3689,47923.61
3690,46771.44
3691,45846.20
3692,45452.23
3693,44619.39
3694,42289.85
3695,39470.31
3696,37045.74
3697,35313.38
3698,34293.25
3699,33722.82
3700,33901.70
3701,34793.12
3702,36605.70
3703,38152.27
3704,39965.27
3705,41843.13
3706,43649.85
3707,45288.37
3708,46529.11
3709,47962.31
3710,49195.19
3711,50100.49
3712,50497.58
3713,50018.29
3714,48829.23
3715,47451.19
3716,46586.58
3717,45801.54
3718,43828.77
3719,41435.01
3720,38897.80
3721,36972.35
3722,35680.57
3723,34738.64
3724,34309.31
3725,34527.53
3726,34959.43
3727,35817.70
3728,38257.67
3729,41305.62
3730,44400.44
3731,47265.47
3732,49708.77
3733,51487.89
3734,52711.14
3735,52775.48
3736,52488.96
3737,52636.61
3738,51489.14
3739,49266.08
3740,47550.65
3741,46282.63
3742,44443.38
3743,41912.03
3744,39293.52
3745,37159.06
3746,35650.08
3747,34570.13
3748,33959.54
3749,33946.87
3750,34180.36
3751,35087.00
3752,37833.28
3753,41118.07
3754,44213.65
3755,47431.53
3756,50558.24
3757,53417.80
3758,55766.68
3759,57373.04
3760,58612.74
3761,59199.15
3762,58538.74
3763,56839.42
3764,54932.45
3765,53694.17
3766,50800.94
3767,47652.30
3768,44598.13
3769,42411.81
3770,40951.81
3771,40191.35
3772,40297.75
3773,41497.95
3774,43292.26
3775,44866.29
3776,46495.97
3777,48226.19
3778,50273.10
3779,52085.06
3780,53348.77
3781,54451.90
3782,55414.31
3783,56518.97
3784,57310.16
3785,57731.78
3786,57399.96
3787,56118.93
3788,54821.26
3789,53827.26
3790,51092.39
3791,47884.63
3792,45090.70
3793,43055.34
3794,41764.67
3795,41012.47
3796,40975.73
3797,42059.75
3798,43649.74
3799,44974.28
3800,46647.29
3801,48732.30
3802,51430.10
3803,54242.41
3804,57070.17
3805,59809.36
3806,61849.67
3807,63003.45
3808,63951.98
3809,63839.56
3810,62721.74
3811,60902.54
3812,59214.40
3813,57847.19
3814,54715.72
3815,51031.23
3816,47760.40
3817,45489.01
3818,43974.94
3819,42977.42
3820,42704.71
3821,43587.26
3822,45092.23
3823,46488.29
3824,48487.27
3825,51215.35
3826,54295.08
3827,57302.84
3828,60260.01
3829,62681.71
3830,64147.77
3831,64811.39
3832,65573.94
3833,65627.44
3834,64907.38
3835,62923.21
3836,60639.57
3837,58768.55
3838,55298.47
3839,51233.95
3840,47849.64
3841,45352.04
3842,43640.32
3843,42468.60
3844,42042.01
3845,42799.20
3846,44250.98
3847,45758.05
3848,48134.00
3849,51099.81
3850,54491.55
3851,57827.42
3852,60916.98
3853,63604.06
3854,65609.44
3855,66801.29
3856,67283.41
3857,67079.50
3858,66324.14
3859,64456.19
3860,61953.18
3861,59926.99
3862,56431.35
3863,52345.81
3864,48788.51
3865,46205.12
3866,44476.48
3867,43222.81
3868,42809.76
3869,43475.13
3870,44497.35
3871,45860.26
3872,48387.88
3873,51439.51
3874,54741.71
3875,58092.44
3876,61093.76
3877,63893.93
3878,66105.26
3879,67197.63
3880,67931.31
3881,67724.26
3882,66584.96
3883,64158.96
3884,61331.23
3885,59182.03
3886,55914.94
3887,52191.77
3888,48731.62
3889,45953.35
3890,43745.26
3891,42252.12
3892,41473.32
3893,41061.59
3894,41059.69
3895,41629.74
3896,43983.60
3897,47319.25
3898,51235.68
3899,54942.62
3900,58232.84
3901,60670.29
3902,62488.38
3903,63814.64
3904,65061.93
3905,65551.55
3906,64763.63
3907,62895.05
3908,60353.76
3909,58231.29
3910,54972.20
3911,51413.28
3912,48028.25
3913,45278.66
3914,43167.59
3915,41596.06
3916,40571.12
3917,40080.07
3918,39688.04
3919,40677.26
3920,43979.75
3921,48151.54
3922,52664.55
3923,57499.70
3924,61555.83
3925,64502.16
3926,66527.22
3927,67483.26
3928,68363.84
3929,68634.35
3930,68107.44
3931,66706.45
3932,64304.75
3933,62174.51
3934,58398.74
3935,54104.50
3936,50258.78
3937,47369.37
3938,45302.73
3939,43912.64
3940,43482.71
3941,44173.00
3942,45338.53
3943,46806.78
3944,49991.99
3945,54214.39
3946,58427.36
3947,62967.17
3948,66310.22
3949,68825.51
3950,70001.20
3951,70042.55
3952,69432.36
3953,68463.73
3954,67120.59
3955,64761.18
3956,62129.27
3957,59843.94
3958,55838.30
3959,51443.24
3960,47603.41
3961,44761.95
3962,42749.71
3963,41542.39
3964,41085.50
3965,41778.08
3966,42950.00
3967,44808.64
3968,48202.24
3969,52394.26
3970,57035.47
3971,61301.89
3972,64790.91
3973,67555.67
3974,69047.20
3975,69529.84
3976,69616.28
3977,68870.26
3978,66794.39
3979,63883.99
3980,60733.98
3981,58184.25
3982,54260.33
3983,49940.29
3984,46096.66
3985,43308.12
3986,41160.06
3987,39815.83
3988,39366.09
3989,40011.11
3990,41208.33
3991,43111.37
3992,46301.30
3993,50202.74
3994,54479.74
3995,58688.99
3996,62426.04
3997,65866.46
3998,67957.15
3999,69444.20
4000,70013.36
4001,69856.12
4002,68760.98
4003,66136.53
4004,63120.92
4005,60744.84
4006,56740.02
4007,52344.99
4008,48438.65
4009,45417.06
4010,43296.80
4011,41821.19
4012,41308.36
4013,41823.28
4014,42876.73
4015,44676.89
4016,48152.24
4017,52399.12
4018,56802.87
4019,60756.23
4020,64140.95
4021,67056.84
4022,68857.00
4023,69260.00
4024,69642.73
4025,69269.33
4026,68090.80
4027,65861.02
4028,63227.20
4029,60891.66
4030,57046.71
4031,52783.28
4032,48934.89
4033,46005.06
4034,43869.06
4035,42460.83
4036,41832.10
4037,42103.47
4038,42796.84
4039,44320.03
4040,47547.51
4041,51276.28
4042,55296.66
4043,58900.29
4044,62029.28
4045,64723.75
4046,66675.84
4047,68003.71
4048,68659.69
4049,68199.54
4050,66465.41
4051,63852.42
4052,60821.06
4053,58569.69
4054,55121.19
4055,51266.01
4056,47699.40
4057,44738.97
4058,42371.83
4059,40674.08
4060,39643.29
4061,39253.60
4062,39021.12
4063,40233.18
4064,43672.01
4065,48112.85
4066,52441.28
4067,56286.15
4068,59547.00
4069,62165.89
4070,64209.55
4071,65793.17
4072,66791.09
4073,66782.36
4074,65465.31
4075,63079.80
4076,60317.80
4077,58275.67
4078,55383.40
4079,52229.24
4080,49138.52
4081,46479.99
4082,44462.71
4083,42889.20
4084,41916.56
4085,41453.32
4086,41065.57
4087,42086.57
4088,45427.37
4089,49249.80
4090,53211.31
4091,56917.89
4092,59768.54
4093,62183.02
4094,63609.08
4095,64464.24
4096,65213.81
4097,65377.69
4098,64466.29
4099,62778.61
4100,60809.62
4101,59708.32
4102,56987.07
4103,53681.00
4104,50609.52
4105,48313.80
4106,46858.33
4107,46106.20
4108,46071.70
4109,47053.37
4110,48302.48
4111,49580.16
4112,52029.37
4113,54850.86
4114,57826.07
4115,60270.89
4116,62786.34
4117,65014.54
4118,64983.67
4119,64824.47
4120,64820.75
4121,63997.86
4122,62293.19
4123,59927.38
4124,58027.87
4125,56365.31
4126,52888.63
4127,49050.70
4128,45755.65
4129,43403.01
4130,41879.35
4131,40910.09
4132,40641.94
4133,41251.80
4134,42287.23
4135,43443.25
4136,45186.27
4137,47203.54
4138,49724.35
4139,52440.41
4140,55070.79
4141,57719.04
4142,59886.08
4143,61653.23
4144,63020.83
4145,63110.63
4146,61782.58
4147,59599.16
4148,57442.21
4149,56005.91
4150,53076.13
4151,49455.11
4152,46351.16
4153,44109.69
4154,42581.07
4155,41741.12
4156,41714.38
4157,42715.31
4158,44220.26
4159,45855.84
4160,48550.41
4161,51555.81
4162,54713.23
4163,57842.08
4164,61053.35
4165,64365.23
4166,67535.67
4167,69608.74
4168,70218.88
4169,70056.44
4170,69135.54
4171,66862.74
4172,64060.57
4173,62356.24
4174,58908.49
4175,54870.95
4176,51399.42
4177,48709.37
4178,46732.97
4179,45626.34
4180,45381.50
4181,46001.06
4182,46949.76
4183,48367.66
4184,51321.20
4185,54703.20
4186,58378.71
4187,61725.00
4188,64451.21
4189,67123.74
4190,68940.69
4191,69681.80
4192,70089.27
4193,69913.76
4194,69196.49
4195,67182.39
4196,64456.21
4197,62407.16
4198,59039.27
4199,55317.24
4200,51954.53
4201,49455.29
4202,47563.64
4203,46303.50
4204,45763.25
4205,46162.75
4206,46972.45
4207,48252.81
4208,51276.53
4209,54977.23
4210,58654.00
4211,61993.01
4212,65002.02
4213,67484.30
4214,68980.23
4215,69588.15
4216,69728.89
4217,69404.88
4218,67821.19
4219,65579.52
4220,62887.13
4221,61093.71
4222,58034.95
4223,54787.08
4224,51534.80
4225,49106.34
4226,47123.34
4227,45543.99
4228,44493.39
4229,44206.52
4230,43987.88
4231,44690.04
4232,47531.74
4233,51251.76
4234,54769.16
4235,57913.33
4236,60365.97
4237,62285.42
4238,63698.29
4239,65105.34
4240,66093.47
4241,66128.11
4242,64730.15
4243,62360.45
4244,59830.55
4245,58030.10
4246,55036.08
4247,51772.72
4248,48763.63
4249,46240.76
4250,44169.24
4251,42732.81
4252,41831.79
4253,41256.68
4254,40699.64
4255,41253.44
4256,43994.94
4257,47532.19
4258,50741.48
4259,53843.83
4260,56475.31
4261,58660.97
4262,60024.63
4263,60505.02
4264,60167.50
4265,59308.36
4266,58171.65
4267,56527.20
4268,54916.89
4269,53653.17
4270,50952.61
4271,47583.17
4272,44524.38
4273,42457.15
4274,41049.69
4275,40296.21
4276,40311.10
4277,41239.19
4278,42616.01
4279,43808.59
4280,45574.15
4281,47466.01
4282,49406.05
4283,51628.54
4284,53755.15
4285,55751.52
4286,56613.25
4287,55503.84
4288,54380.18
4289,53394.27
4290,52303.86
4291,51008.42
4292,50204.12
4293,49637.35
4294,47393.84
4295,44456.34
4296,41935.89
4297,40231.27
4298,39061.71
4299,38481.83
4300,38582.26
4301,39703.87
4302,41323.31
4303,42740.69
4304,44904.13
4305,47599.96
4306,50468.41
4307,53140.66
4308,55158.85
4309,56678.06
4310,57376.68
4311,57492.59
4312,57693.31
4313,57349.58
4314,56422.49
4315,54673.28
4316,53179.46
4317,52045.34
4318,49435.68
4319,46013.06
4320,43186.59
4321,41150.59
4322,39771.59
4323,39088.82
4324,39181.33
4325,40174.61
4326,41643.95
4327,43226.16
4328,45516.28
4329,48296.63
4330,51559.57
4331,54765.85
4332,57706.05
4333,60414.70
4334,62619.11
4335,63930.44
4336,64334.03
4337,63985.43
4338,62796.28
4339,60790.94
4340,58517.22
4341,56747.54
4342,53323.15
4343,49527.51
4344,46160.99
4345,43662.46
4346,41862.60
4347,40804.82
4348,40440.38
4349,41085.34
4350,42222.25
4351,43930.44
4352,47275.59
4353,51132.82
4354,54996.83
4355,58625.77
4356,61845.91
4357,64424.91
4358,66177.22
4359,67431.58
4360,68284.70
4361,68132.86
4362,66818.19
4363,64572.44
4364,61690.56
4365,58949.95
4366,54997.39
4367,51011.01
4368,47475.70
4369,44879.55
4370,43097.56
4371,41953.85
4372,41622.02
4373,42150.30
4374,43175.55
4375,44475.19
4376,47107.77
4377,50291.98
4378,53403.77
4379,56065.41
4380,58457.72
4381,60882.85
4382,62736.61
4383,64093.94
4384,64698.56
4385,63810.45
4386,61715.12
4387,59507.25
4388,57445.94
4389,55748.06
4390,52935.50
4391,49785.55
4392,46777.49
4393,44350.21
4394,42553.45
4395,41250.53
4396,40557.82
4397,40415.21
4398,40403.04
4399,41103.47
4400,43541.85
4401,46322.98
4402,49023.54
4403,51343.49
4404,53163.97
4405,54173.38
4406,54533.04
4407,54602.37
4408,54613.42
4409,54176.09
4410,53045.71
4411,51679.64
4412,50580.51
4413,49586.33
4414,47815.14
4415,45582.91
4416,43278.56
4417,41293.10
4418,39836.15
4419,38871.75
4420,38329.76
4421,38181.16
4422,38170.40
4423,38452.92
4424,40303.17
4425,42964.46
4426,46014.31
4427,49398.09
4428,52597.45
4429,54995.21
4430,56505.94
4431,57559.92
4432,57951.36
4433,57254.75
4434,55416.97
4435,53186.43
4436,51292.07
4437,49699.59
4438,48018.87
4439,46065.15
4440,43561.00
4441,41495.49
4442,40160.87
4443,39339.49
4444,39147.97
4445,39529.62
4446,39815.44
4447,40421.19
4448,42646.14
4449,45789.97
4450,49517.20
4451,52818.46
4452,54905.31
4453,56111.15
4454,57417.41
4455,58706.03
4456,59361.60
4457,58760.14
4458,56911.16
4459,54778.54
4460,53240.53
4461,51910.43
4462,49230.43
4463,46101.81
4464,43269.92
4465,41302.53
4466,39966.94
4467,39245.74
4468,39154.84
4469,40199.65
4470,41617.01
4471,42945.08
4472,44824.63
4473,47058.85
4474,49691.55
4475,52618.92
4476,55568.45
4477,57998.47
4478,59946.00
4479,61140.32
4480,61675.73
4481,61313.45
4482,59842.86
4483,57437.08
4484,55261.52
4485,53780.69
4486,50700.05
4487,47177.26
4488,44084.59
4489,41859.86
4490,40353.41
4491,39452.84
4492,39383.97
4493,40193.55
4494,41458.15
4495,42654.32
4496,44403.35
4497,46854.47
4498,49755.48
4499,52530.23
4500,55119.26
4501,57828.84
4502,59829.55
4503,61473.93
4504,62276.24
4505,62503.53
4506,61490.90
4507,59347.74
4508,56888.74
4509,55249.85
4510,52168.03
4511,48667.83
4512,45510.73
4513,43098.14
4514,41359.88
4515,40323.81
4516,40097.99
4517,40960.85
4518,42305.30
4519,43646.56
4520,45831.09
4521,48587.05
4522,51698.63
4523,54683.43
4524,57567.21
4525,60025.41
4526,61734.72
4527,62519.46
4528,62765.15
4529,62033.86
4530,60525.36
4531,58726.72
4532,56859.74
4533,55222.44
4534,52314.00
4535,48944.55
4536,45981.30
4537,43705.67
4538,42057.63
4539,41188.28
4540,41122.45
4541,41909.94
4542,42919.48
4543,43573.00
4544,44981.11
4545,46745.80
4546,48509.87
4547,50175.59
4548,51918.56
4549,53285.50
4550,53227.64
4551,53171.48
4552,53706.47
4553,53990.08
4554,53597.32
4555,52466.01
4556,51467.73
4557,50893.11
4558,49065.48
4559,46655.91
4560,44392.21
4561,42524.14
4562,41288.44
4563,40493.16
4564,40146.36
4565,40318.85
4566,40702.03
4567,41426.68
4568,43702.91
4569,46763.32
4570,49987.97
4571,53098.90
4572,56201.05
4573,58598.60
4574,60473.99
4575,61989.13
4576,62615.35
4577,62621.34
4578,61751.28
4579,60161.55
4580,58011.51
4581,56365.08
4582,53771.20
4583,50847.15
4584,48195.04
4585,45898.83
4586,43980.96
4587,42337.85
4588,40770.58
4589,40119.62
4590,39673.25
4591,39728.49
4592,41353.90
4593,44042.67
4594,47147.69
4595,50720.19
4596,54137.23
4597,57125.93
4598,59588.38
4599,61283.33
4600,62554.51
4601,63153.00
4602,62383.37
4603,60315.31
4604,58078.19
4605,56312.52
4606,53130.09
4607,49355.16
4608,46142.92
4609,43825.29
4610,42355.27
4611,41449.49
4612,41404.40
4613,42237.59
4614,43555.29
4615,44744.02
4616,47033.19
4617,49923.37
4618,53269.01
4619,56537.76
4620,59314.54
4621,61278.32
4622,62247.57
4623,61550.40
4624,60209.35
4625,59062.20
4626,57759.85
4627,56041.82
4628,54310.28
4629,52950.70
4630,49852.02
4631,46313.39
4632,43311.69
4633,41134.56
4634,39679.52
4635,38809.11
4636,38713.26
4637,39680.79
4638,41166.99
4639,42540.34
4640,45202.63
4641,48873.65
4642,52925.81
4643,56861.71
4644,60221.06
4645,63212.91
4646,64651.64
4647,63946.43
4648,63185.75
4649,62044.86
4650,60185.07
4651,57919.33
4652,55865.94
4653,54313.39
4654,51313.49
4655,47593.43
4656,44224.55
4657,41856.73
4658,40066.86
4659,39059.72
4660,38801.49
4661,39643.11
4662,41007.03
4663,42450.97
4664,45187.72
4665,48805.20
4666,52482.78
4667,55865.99
4668,58873.92
4669,61378.66
4670,62789.78
4671,63633.52
4672,63958.58
4673,63256.36
4674,61487.44
4675,59236.39
4676,57075.60
4677,55140.52
4678,51902.11
4679,48421.64
4680,45331.95
4681,43093.76
4682,41568.85
4683,40721.09
4684,40624.61
4685,41536.70
4686,43077.37
4687,44304.98
4688,46856.25
4689,50173.01
4690,53566.65
4691,56872.77
4692,59937.89
4693,62687.46
4694,64427.71
4695,65279.36
4696,65836.69
4697,65409.87
4698,64038.88
4699,61930.58
4700,59736.33
4701,58219.96
4702,55087.19
4703,51675.16
4704,48466.51
4705,46117.31
4706,44299.17
4707,43116.71
4708,42752.95
4709,43369.67
4710,44493.57
4711,45572.65
4712,47977.00
4713,51418.86
4714,55031.23
4715,57998.49
4716,60388.28
4717,62414.39
4718,64021.09
4719,65260.06
4720,65864.55
4721,65379.83
4722,63988.10
4723,61950.83
4724,59791.82
4725,58178.77
4726,55280.42
4727,52125.03
4728,49148.04
4729,46739.66
4730,44971.15
4731,43606.98
4732,42691.24
4733,42359.03
4734,42332.25
4735,42792.29
4736,45598.61
4737,49588.29
4738,53432.26
4739,57046.19
4740,59987.47
4741,62404.06
4742,64196.32
4743,65535.17
4744,66356.30
4745,66381.36
4746,65057.22
4747,62622.66
4748,60039.56
4749,57992.16
4750,54888.33
4751,51795.73
4752,48830.56
4753,46323.53
4754,44417.75
4755,43043.82
4756,42105.09
4757,41518.00
4758,41127.18
4759,41460.93
4760,44096.96
4761,47584.53
4762,51394.69
4763,55233.17
4764,58975.69
4765,61992.55
4766,64043.60
4767,65255.59
4768,65591.06
4769,65190.14
4770,64262.08
4771,62747.77
4772,60685.34
4773,58831.11
4774,55558.15
4775,51850.31
4776,48501.34
4777,45995.01
4778,44272.56
4779,43315.42
4780,43180.33
4781,44116.17
4782,45284.81
4783,46326.27
4784,48665.65
4785,51582.79
4786,54434.74
4787,57140.12
4788,59692.57
4789,62014.45
4790,64075.80
4791,64971.67
4792,64321.79
4793,62847.24
4794,60808.02
4795,58599.64
4796,56386.16
4797,54545.90
4798,51457.05
4799,47860.15
4800,44877.58
4801,42749.45
4802,41308.15
4803,40376.62
4804,40255.18
4805,41158.67
4806,42652.86
4807,43654.95
4808,45567.83
4809,48085.48
4810,51258.34
4811,54747.22
4812,57536.23
4813,60167.73
4814,62072.77
4815,63699.91
4816,64571.56
4817,64369.16
4818,62972.19
4819,60333.21
4820,57820.35
4821,55675.97
4822,52139.85
4823,48443.61
4824,45184.48
4825,42710.62
4826,41111.65
4827,40161.72
4828,40007.07
4829,40793.44
4830,42153.20
4831,43214.61
4832,45636.32
4833,49088.48
4834,53129.80
4835,56551.87
4836,59029.01
4837,60913.51
4838,61744.41
4839,61798.63
4840,62359.31
4841,62453.90
4842,61239.31
4843,58810.40
4844,56657.86
4845,54671.62
4846,51287.99
4847,47596.56
4848,44359.41
4849,42049.19
4850,40351.28
4851,39407.57
4852,39213.03
4853,40141.35
4854,41605.27
4855,42819.54
4856,45309.35
4857,48708.90
4858,52851.48
4859,56814.86
4860,60220.49
4861,63049.26
4862,65049.79
4863,65893.61
4864,66225.86
4865,65211.68
4866,63266.99
4867,60880.63
4868,58841.34
4869,57175.13
4870,54118.79
4871,50549.60
4872,47571.48
4873,45199.17
4874,43624.02
4875,42749.24
4876,42408.99
4877,43192.12
4878,44379.39
4879,45635.12
4880,48397.55
4881,52315.14
4882,56271.18
4883,59705.98
4884,62722.44
4885,65429.18
4886,67440.67
4887,68670.34
4888,69275.05
4889,69104.88
4890,67772.38
4891,65260.97
4892,62434.71
4893,60323.30
4894,57169.91
4895,53823.06
4896,50521.45
4897,47978.03
4898,46078.52
4899,44670.33
4900,43750.19
4901,43435.02
4902,43295.99
4903,43756.21
4904,46562.21
4905,50628.17
4906,54809.67
4907,58788.15
4908,62284.03
4909,65071.33
4910,67294.53
4911,68735.33
4912,69695.51
4913,69757.38
4914,68746.88
4915,66347.11
4916,63314.35
4917,60708.40
4918,57213.43
4919,53828.83
4920,50382.83
4921,47464.46
4922,45316.99
4923,43602.34
4924,42328.28
4925,41500.55
4926,40867.76
4927,41025.34
4928,43932.32
4929,48144.12
4930,52486.55
4931,56895.15
4932,61059.39
4933,64579.82
4934,67249.58
4935,69084.68
4936,70213.29
4937,70642.20
4938,69755.80
4939,67390.53
4940,64515.13
4941,62071.30
4942,58206.27
4943,54078.01
4944,50347.96
4945,47482.38
4946,45425.43
4947,44070.10
4948,43585.11
4949,44145.05
4950,45231.08
4951,46215.76
4952,48985.95
4953,52675.83
4954,56913.26
4955,61394.20
4956,65736.99
4957,69377.11
4958,71364.04
4959,72623.00
4960,73098.09
4961,73014.54
4962,72219.92
4963,70044.97
4964,67059.37
4965,64340.25
4966,60069.24
4967,55622.63
4968,51943.31
4969,49048.03
4970,46877.68
4971,45458.83
4972,44916.41
4973,45448.56
4974,46471.49
4975,47336.29
4976,49870.87
4977,53481.42
4978,57822.31
4979,62089.20
4980,66077.74
4981,69427.95
4982,71323.90
4983,72325.92
4984,72374.13
4985,72012.25
4986,70642.81
4987,67916.01
4988,65094.20
4989,62414.27
4990,58182.38
4991,53964.92
4992,50338.00
4993,47528.76
4994,45517.56
4995,44054.28
4996,43613.56
4997,44271.90
4998,45466.57
4999,46419.66
5000,49044.47
5001,52807.91
5002,57222.06
5003,61817.00
5004,65654.90
5005,68727.21
5006,70821.18
5007,71909.29
5008,72036.28
5009,70979.48
5010,68794.50
5011,66236.55
5012,63861.69
5013,61467.83
5014,57768.42
5015,53737.71
5016,50239.67
5017,47529.12
5018,45635.23
5019,44350.36
5020,43892.66
5021,44540.27
5022,45761.46
5023,46769.45
5024,49644.85
5025,53699.95
5026,58304.53
5027,62790.43
5028,66441.06
5029,69505.48
5030,71367.84
5031,72280.55
5032,72283.00
5033,71335.86
5034,69131.28
5035,66786.52
5036,64419.54
5037,62108.88
5038,58433.45
5039,54420.25
5040,50884.27
5041,48207.25
5042,46209.65
5043,44819.54
5044,44290.99
5045,44780.54
5046,45825.89
5047,46650.61
5048,49633.55
5049,53843.20
5050,58530.51
5051,62993.93
5052,66552.91
5053,69453.63
5054,71351.14
5055,72233.62
5056,72055.39
5057,70753.44
5058,68774.06
5059,66570.81
5060,64118.06
5061,61813.84
5062,58381.61
5063,54897.13
5064,51555.29
5065,48801.70
5066,46782.91
5067,45245.30
5068,44270.65
5069,43857.23
5070,43829.66
5071,44180.47
5072,47558.25
5073,52211.78
5074,57017.45
5075,61273.58
5076,64790.13
5077,67473.46
5078,69368.26
5079,70331.90
5080,70696.41
5081,70515.54
5082,69456.49
5083,67325.21
5084,64883.11
5085,62498.70
5086,59095.54
5087,55660.43
5088,52437.67
5089,49666.21
5090,47368.06
5091,45556.13
5092,44316.43
5093,43644.10
5094,43198.75
5095,43245.19
5096,46231.27
5097,50583.95
5098,55027.02
5099,59316.19
5100,62783.52
5101,65478.79
5102,67013.43
5103,67146.65
5104,65936.87
5105,64092.41
5106,62228.96
5107,59869.63
5108,58273.50
5109,56558.28
5110,53591.28
5111,50432.58
5112,47403.92
5113,45210.41
5114,43762.23
5115,42980.28
5116,42827.29
5117,43715.83
5118,45082.36
5119,45961.97
5120,47879.48
5121,50174.38
5122,52745.98
5123,54936.55
5124,56911.19
5125,59061.46
5126,60956.69
5127,62227.50
5128,62931.24
5129,62568.05
5130,61054.93
5131,58821.36
5132,57206.15
5133,55507.21
5134,52228.52
5135,48601.07
5136,45587.79
5137,43361.78
5138,41795.28
5139,40931.34
5140,40850.06
5141,41897.12
5142,43540.59
5143,44492.83
5144,46043.85
5145,48661.39
5146,51911.67
5147,55329.23
5148,58686.76
5149,61761.89
5150,64040.92
5151,65295.43
5152,65892.82
5153,65637.48
5154,63973.78
5155,61497.38
5156,59279.72
5157,56970.53
5158,53281.92
5159,49518.04
5160,46305.82
5161,43899.72
5162,42272.76
5163,41242.05
5164,41105.32
5165,42073.29
5166,43595.04
5167,44438.81
5168,46337.61
5169,49438.91
5170,53085.99
5171,56670.16
5172,59793.47
5173,62130.70
5174,63955.45
5175,65338.79
5176,65836.00
5177,65269.85
5178,63772.00
5179,61232.56
5180,59328.34
5181,57312.55
5182,53975.90
5183,50298.74
5184,47137.16
5185,44792.25
5186,43104.80
5187,42000.99
5188,41728.83
5189,42552.13
5190,44082.92
5191,44938.58
5192,46779.67
5193,49471.46
5194,52559.92
5195,55575.36
5196,57797.28
5197,59511.94
5198,60567.88
5199,61685.09
5200,62222.58
5201,62065.02
5202,60685.75
5203,58482.05
5204,56830.57
5205,54951.35
5206,51812.18
5207,48365.87
5208,45251.67
5209,42997.58
5210,41503.43
5211,40670.65
5212,40565.05
5213,41549.04
5214,43122.12
5215,44139.77
5216,46590.61
5217,50070.04
5218,53991.53
5219,57667.57
5220,61368.40
5221,64397.95
5222,66197.35
5223,66597.79
5224,66350.20
5225,65522.04
5226,63540.47
5227,60974.62
5228,58855.46
5229,57009.18
5230,54042.60
5231,50894.55
5232,47887.21
5233,45604.61
5234,43791.13
5235,42603.91
5236,41864.31
5237,41846.30
5238,42187.15
5239,42700.16
5240,45657.06
5241,49977.89
5242,54311.90
5243,58445.07
5244,61977.46
5245,64613.24
5246,66052.43
5247,67055.54
5248,67856.12
5249,67916.58
5250,66748.82
5251,64180.15
5252,61658.16
5253,59500.72
5254,56620.96
5255,53501.70
5256,50633.60
5257,48248.86
5258,46503.81
5259,45207.88
5260,44271.62
5261,43740.89
5262,43375.22
5263,43393.03
5264,46311.78
5265,50682.77
5266,54992.34
5267,58929.10
5268,62179.79
5269,64840.46
5270,66951.13
5271,68164.20
5272,69021.04
5273,69043.78
5274,68120.94
5275,65839.91
5276,63697.18
5277,61670.67
5278,58178.31
5279,54629.68
5280,51528.77
5281,49198.27
5282,47629.08
5283,46653.99
5284,46447.04
5285,47252.38
5286,48712.80
5287,49569.78
5288,52105.50
5289,55904.32
5290,59910.49
5291,63728.28
5292,67129.30
5293,70120.77
5294,72083.98
5295,72750.75
5296,72797.43
5297,72323.19
5298,71062.33
5299,68628.57
5300,66249.28
5301,63813.43
5302,59911.01
5303,55919.30
5304,52519.35
5305,49840.92
5306,47993.49
5307,46909.27
5308,46601.90
5309,47308.85
5310,48701.72
5311,49335.93
5312,51928.91
5313,55516.55
5314,59406.49
5315,63194.84
5316,66632.64
5317,69791.02
5318,72032.87
5319,72533.10
5320,72560.67
5321,71983.70
5322,70622.22
5323,67951.69
5324,65376.40
5325,62858.15
5326,59039.15
5327,54940.83
5328,51493.76
5329,48992.97
5330,47083.66
5331,45787.37
5332,45179.34
5333,45889.23
5334,47409.84
5335,48068.54
5336,50598.15
5337,54364.98
5338,58344.99
5339,62410.59
5340,66078.49
5341,69098.61
5342,71014.19
5343,71159.26
5344,71001.21
5345,70570.82
5346,69593.40
5347,67275.50
5348,65080.90
5349,62792.94
5350,58979.99
5351,55041.42
5352,51631.23
5353,49118.19
5354,47204.17
5355,46010.94
5356,45624.67
5357,46360.12
5358,47877.43
5359,48469.70
5360,50964.47
5361,54725.34
5362,58794.11
5363,62827.60
5364,66334.94
5365,69471.02
5366,71558.78
5367,72532.23
5368,72234.29
5369,71302.54
