t,Demand
1872,33430.48
1873,32700.98
1874,32324.59
1875,32354.73
1876,32803.05
1877,33894.39
1878,35596.83
1879,37344.61
1880,38238.30
1881,38085.66
1882,37371.72
1883,36535.64
1884,35757.07
1885,35247.59
1886,34945.01
1887,35011.32
1888,35349.04
1889,35782.73
1890,35844.79
1891,35854.52
1892,36724.19
1893,36357.01
1894,35418.46
1895,34094.67
1896,32811.26
1897,32047.36
1898,31699.85
1899,31634.43
1900,31875.07
1901,32518.95
1902,33685.86
1903,35010.28
1904,36121.84
1905,36730.94
1906,36474.30
1907,36008.57
1908,35588.31
1909,35311.45
1910,35258.35
1911,35520.86
1912,36128.77
1913,36761.47
1914,37029.22
1915,37409.23
1916,38533.38
1917,37799.11
1918,35889.61
1919,33710.77
1920,31965.37
1921,30894.14
1922,30284.42
1923,30322.33
1924,30996.81
1925,32679.42
1926,35426.03
1927,37276.36
1928,37989.95
1929,38624.26
1930,39336.75
1931,39791.74
1932,40005.60
1933,40006.83
1934,39927.50
1935,39773.53
1936,39618.07
1937,39529.78
1938,39700.86
1939,40043.76
1940,40316.31
1941,39267.94
1942,37200.47
1943,35004.72
1944,33298.88
1945,32169.21
1946,31544.88
1947,31321.50
1948,31892.84
1949,33536.83
1950,36478.92
1951,38438.81
1952,38574.00
1953,38652.75
1954,38845.56
1955,39201.10
1956,39492.23
1957,39940.92
1958,40580.60
1959,41304.83
1960,41987.07
1961,42442.46
1962,42010.26
1963,41160.97
1964,41342.48
1965,39807.49
1966,37332.48
1967,34586.96
1968,32684.67
1969,31560.86
1970,30950.73
1971,30912.99
1972,31571.48
1973,33359.84
1974,36258.18
1975,38086.81
1976,38380.66
1977,38754.71
1978,39031.96
1979,39031.51
1980,39080.32
1981,39306.31
1982,39557.57
1983,39772.53
1984,40121.55
1985,40288.32
1986,40131.83
1987,40434.53
1988,40946.97
1989,39953.55
1990,37628.17
1991,34939.96
1992,32905.39
1993,31618.86
1994,31026.31
1995,30649.84
1996,30968.40
1997,32507.81
1998,35277.69
1999,37201.35
2000,37494.66
2001,37934.16
2002,38409.47
2003,38779.77
2004,39215.26
2005,39708.08
2006,40078.84
2007,40505.40
2008,40940.33
2009,41109.70
2010,40660.19
2011,40052.46
2012,40404.06
2013,39048.11
2014,36661.23
2015,34228.04
2016,32417.99
2017,31394.32
2018,30838.01
2019,30777.32
2020,31399.83
2021,33198.92
2022,36277.85
2023,38108.05
2024,38305.24
2025,38370.38
2026,38493.58
2027,38751.81
2028,39125.23
2029,39884.36
2030,40925.25
2031,41997.14
2032,43137.80
2033,43626.32
2034,42968.64
2035,41446.73
2036,41368.64
2037,40264.31
2038,38603.39
2039,36470.67
2040,34518.92
2041,33073.73
2042,32131.64
2043,31570.44
2044,31402.77
2045,31770.80
2046,32813.52
2047,33965.14
2048,35307.06
2049,37028.66
2050,38487.75
2051,39820.42
2052,40797.09
2053,41889.72
2054,42970.31
2055,44022.29
2056,44955.61
2057,45366.85
2058,45012.78
2059,44149.63
2060,43967.31
2061,42725.30
2062,40672.23
2063,38414.14
2064,36243.78
2065,34457.75
2066,33110.51
2067,31979.35
2068,31438.89
2069,31279.64
2070,31578.14
2071,31994.50
2072,32780.31
2073,34135.95
2074,34931.44
2075,35325.45
2076,35433.12
2077,35306.59
2078,35343.80
2079,35486.06
2080,36011.46
2081,36638.82
2082,36963.68
2083,37128.29
2084,38057.04
2085,37174.90
2086,35327.49
2087,33180.96
2088,31487.66
2089,30672.89
2090,30424.05
2091,30543.84
2092,31360.06
2093,33353.80
2094,36654.79
2095,38686.44
2096,38904.72
2097,38787.38
2098,38518.60
2099,38483.76
2100,38442.17
2101,38608.26
2102,38898.48
2103,39241.24
2104,39718.49
2105,40006.91
2106,39708.40
2107,39652.97
2108,40387.31
2109,39270.50
2110,37008.21
2111,34585.65
2112,32742.80
2113,31614.16
2114,30990.01
2115,30755.55
2116,31140.16
2117,32660.13
2118,35522.24
2119,37203.47
2120,37645.85
2121,38327.20
2122,39166.39
2123,40095.48
2124,40827.64
2125,41673.32
2126,42419.11
2127,43162.37
2128,43951.12
2129,44281.58
2130,43988.71
2131,43941.12
2132,44642.96
2133,43439.10
2134,40812.94
2135,37954.77
2136,35517.99
2137,33930.83
2138,32940.75
2139,32546.84
2140,32897.52
2141,34187.30
2142,36840.16
2143,38508.02
2144,39074.11
2145,39958.57
2146,40718.92
2147,41180.96
2148,41035.69
2149,40780.13
2150,40184.69
2151,39678.94
2152,39505.56
2153,39378.71
2154,38836.34
2155,38683.86
2156,39411.10
2157,38353.27
2158,36295.70
2159,34046.97
2160,32447.20
2161,31533.76
2162,31065.84
2163,31079.88
2164,31765.07
2165,33765.43
2166,37210.65
2167,39312.91
2168,39385.70
2169,38972.06
2170,38468.37
2171,38067.02
2172,37568.03
2173,37330.45
2174,37126.92
2175,37190.29
2176,37524.14
2177,37661.26
2178,37410.46
2179,37215.51
2180,38139.46
2181,37435.02
2182,35876.05
2183,34048.77
2184,32615.36
2185,31818.99
2186,31490.78
2187,31427.71
2188,31999.09
2189,33433.68
2190,35716.41
2191,37353.33
2192,38046.06
2193,38220.45
2194,38039.22
2195,37537.66
2196,37034.81
2197,36818.52
2198,36709.43
2199,36831.35
2200,37051.41
2201,37206.79
2202,36870.31
2203,36697.32
2204,37380.54
2205,36816.03
2206,35662.52
2207,34049.53
2208,32507.36
2209,31442.37
2210,30807.29
2211,30552.23
2212,30521.03
2213,30944.24
2214,31982.30
2215,32952.89
2216,34266.99
2217,35566.39
2218,36374.73
2219,36517.34
2220,36261.50
2221,35821.66
2222,35662.09
2223,35604.57
2224,35618.44
2225,35576.17
2226,35450.83
2227,35696.61
2228,36541.66
2229,36070.59
2230,35024.36
2231,33507.60
2232,31927.15
2233,30799.88
2234,30019.09
2235,29586.60
2236,29425.60
2237,29683.55
2238,30443.66
2239,31357.22
2240,32499.50
2241,34004.22
2242,34847.20
2243,35303.17
2244,35599.21
2245,35674.50
2246,35663.97
2247,35768.50
2248,36041.19
2249,36320.95
2250,36469.15
2251,36782.80
2252,38157.47
2253,37727.28
2254,36010.86
2255,33678.43
2256,31833.47
2257,30667.78
2258,30018.61
2259,29897.98
2260,30427.84
2261,31900.65
2262,34610.64
2263,36092.60
2264,37047.66
2265,38263.38
2266,39191.83
2267,39993.66
2268,40619.36
2269,41196.35
2270,42033.16
2271,42793.38
2272,43763.28
2273,43883.57
2274,43338.76
2275,42734.97
2276,43378.02
2277,42167.64
2278,39561.58
2279,36788.96
2280,34519.42
2281,33111.35
2282,32302.82
2283,31901.98
2284,32265.57
2285,33748.64
2286,36451.38
2287,37962.27
2288,38696.77
2289,39869.76
2290,41053.81
2291,42422.07
2292,43634.62
2293,45014.60
2294,46189.73
2295,47209.65
2296,47956.95
2297,48025.39
2298,47263.32
2299,46453.40
2300,46659.64
2301,45273.72
2302,42585.19
2303,39575.53
2304,37123.49
2305,35518.06
2306,34583.95
2307,34080.76
2308,34285.65
2309,35566.54
2310,38068.18
2311,39458.49
2312,40055.16
2313,41041.27
2314,41779.20
2315,42546.06
2316,43685.73
2317,44963.93
2318,45843.19
2319,46859.40
2320,47620.17
2321,47571.31
2322,46715.57
2323,45172.72
2324,44634.66
2325,43051.29
2326,39966.49
2327,36590.99
2328,34032.21
2329,32385.85
2330,31361.82
2331,30897.34
2332,31230.40
2333,32710.98
2334,35404.07
2335,36837.72
2336,37581.18
2337,38732.03
2338,40018.28
2339,41710.84
2340,43437.21
2341,45560.38
2342,47524.06
2343,49311.17
2344,50786.54
2345,51162.86
2346,50306.79
2347,48921.73
2348,48340.26
2349,46396.81
2350,43350.36
2351,40143.98
2352,37587.21
2353,35906.52
2354,34827.80
2355,34243.34
2356,34358.80
2357,35612.70
2358,38041.82
2359,39602.25
2360,40841.70
2361,42114.67
2362,43689.71
2363,45094.86
2364,46723.14
2365,48635.19
2366,50281.99
2367,51823.06
2368,52800.13
2369,52679.69
2370,51504.79
2371,49812.88
2372,48855.28
2373,47050.87
2374,44353.86
2375,41037.33
2376,38333.86
2377,36189.10
2378,34676.92
2379,33647.80
2380,32946.12
2381,32854.74
2382,33596.12
2383,34250.46
2384,35447.19
2385,36720.43
2386,37776.32
2387,38654.50
2388,39536.40
2389,40430.01
2390,41375.27
2391,42351.93
2392,43198.78
2393,43654.59
2394,42935.55
2395,41392.99
2396,40782.41
2397,39378.25
2398,37493.59
2399,35480.83
2400,33653.37
2401,32428.28
2402,31489.53
2403,31028.82
2404,30772.51
2405,30999.43
2406,31649.43
2407,32319.04
2408,33744.70
2409,35002.47
2410,36237.64
2411,37296.74
2412,38629.27
2413,40102.78
2414,42026.39
2415,44274.25
2416,46155.47
2417,47454.56
2418,47044.32
2419,45296.39
2420,44873.40
2421,43529.26
2422,40824.40
2423,37673.69
2424,35145.71
2425,33378.68
2426,32476.58
2427,32128.80
2428,32511.37
2429,33862.79
2430,36294.29
2431,37636.68
2432,38784.50
2433,40126.24
2434,41439.32
2435,43049.20
2436,44818.57
2437,46882.32
2438,48988.51
2439,50803.88
2440,52065.70
2441,52485.66
2442,51488.50
2443,49728.08
2444,49167.38
2445,47237.25
2446,44148.13
2447,40717.90
2448,37960.94
2449,36195.24
2450,35015.46
2451,34431.66
2452,34636.58
2453,35888.54
2454,38416.02
2455,39649.12
2456,40116.87
2457,40934.31
2458,41901.94
2459,42757.66
2460,43873.83
2461,45319.20
2462,46663.69
2463,47926.11
2464,48906.10
2465,48964.44
2466,48099.49
2467,47350.84
2468,47293.58
2469,45880.68
2470,43114.24
2471,39871.73
2472,37426.10
2473,35640.41
2474,34592.43
2475,33986.21
2476,34216.65
2477,35463.79
2478,38032.74
2479,39519.79
2480,40129.63
2481,41015.23
2482,41898.18
2483,42812.20
2484,43696.07
2485,44808.11
2486,45895.48
2487,46580.76
2488,46883.20
2489,46382.03
2490,45665.70
2491,45065.66
2492,45181.11
2493,43811.84
2494,41257.78
2495,38458.61
2496,36132.74
2497,34591.20
2498,33620.27
2499,33067.48
2500,33319.94
2501,34675.03
2502,37158.22
2503,38509.50
2504,39036.61
2505,39380.44
2506,40004.92
2507,40251.00
2508,40344.87
2509,40599.26
2510,40859.77
2511,40959.71
2512,40998.72
2513,41076.82
2514,41068.85
2515,40941.88
2516,41177.65
2517,40193.95
2518,38088.83
2519,35829.01
2520,34011.07
2521,32657.30
2522,32194.48
2523,31968.69
2524,32426.63
2525,33818.13
2526,36319.12
2527,37889.12
2528,38783.29
2529,39733.35
2530,40429.88
2531,40924.29
2532,41238.87
2533,41662.69
2534,41916.81
2535,41956.52
2536,42001.19
2537,41875.65
2538,41424.52
2539,41096.81
2540,41263.83
2541,40251.11
2542,38525.45
2543,36561.42
2544,34789.83
2545,33461.64
2546,32515.85
2547,32047.01
2548,31806.31
2549,32287.39
2550,33330.11
2551,34498.56
2552,36025.07
2553,37489.66
2554,38158.66
2555,37926.52
2556,37374.57
2557,36645.95
2558,36202.10
2559,35896.21
2560,35794.68
2561,35971.41
2562,35923.19
2563,36465.63
2564,37308.85
2565,36809.43
2566,35844.93
2567,34389.33
2568,33204.34
2569,32242.71
2570,31681.18
2571,31448.49
2572,31580.39
2573,32045.90
2574,32862.91
2575,33635.01
2576,34728.48
2577,35348.34
2578,35574.93
2579,35534.69
2580,35305.20
2581,34982.10
2582,34734.13
2583,34760.28
2584,35000.35
2585,35532.75
2586,35795.44
2587,36238.54
2588,37383.34
2589,37098.44
2590,35211.18
2591,33003.63
2592,31495.32
2593,30658.19
2594,30365.22
2595,30585.13
2596,31345.96
2597,33369.33
2598,36600.19
2599,38104.17
2600,38331.69
2601,38141.05
2602,38081.64
2603,38144.14
2604,38310.95
2605,38528.71
2606,38709.21
2607,39114.68
2608,39635.58
2609,39653.37
2610,39498.53
2611,39319.44
2612,39913.10
2613,39092.16
2614,36902.28
2615,34407.76
2616,32567.14
2617,31494.14
2618,30885.58
2619,30758.50
2620,31345.46
2621,33055.43
2622,36000.13
2623,37401.85
2624,37908.34
2625,38404.28
2626,38922.42
2627,39441.23
2628,40001.27
2629,40661.75
2630,41401.27
2631,42161.86
2632,42773.79
2633,43054.75
2634,42469.89
2635,41570.70
2636,41939.05
2637,40826.69
2638,38469.32
2639,35866.62
2640,33998.97
2641,33012.80
2642,32577.46
2643,32653.69
2644,33506.96
2645,35619.41
2646,38978.61
2647,40654.80
2648,40764.81
2649,40617.45
2650,40355.96
2651,39789.15
2652,39163.64
2653,38706.22
2654,38400.79
2655,38296.20
2656,38566.92
2657,38847.11
2658,38925.86
2659,38835.85
2660,39770.05
2661,38846.38
2662,36803.58
2663,34503.10
2664,32931.37
2665,32101.74
2666,31630.81
2667,31704.34
2668,32328.87
2669,34109.49
2670,37068.50
2671,38503.46
2672,38965.44
2673,39358.23
2674,39728.18
2675,39654.47
2676,39403.20
2677,39329.61
2678,39231.89
2679,39049.18
2680,39102.06
2681,39180.73
2682,39073.77
2683,39388.55
2684,39783.35
2685,38930.64
2686,37143.02
2687,34975.49
2688,33315.77
2689,32300.37
2690,31819.92
2691,31724.82
2692,32192.29
2693,33660.05
2694,36234.19
2695,37803.92
2696,38783.05
2697,39836.49
2698,40740.83
2699,41422.83
2700,41849.82
2701,42298.21
2702,42328.88
2703,42389.64
2704,42659.81
2705,42824.97
2706,42598.09
2707,42018.44
2708,42016.99
2709,41200.23
2710,39657.37
2711,37441.97
2712,35238.64
2713,33543.00
2714,32534.12
2715,32097.36
2716,32204.05
2717,32672.19
2718,33487.35
2719,34307.43
2720,36111.12
2721,38097.65
2722,39485.21
2723,40650.99
2724,41724.14
2725,42748.42
2726,43742.60
2727,44639.01
2728,45038.48
2729,45115.83
2730,44381.32
2731,42840.59
2732,42125.01
2733,40735.11
2734,38812.41
2735,36598.72
2736,34524.90
2737,33018.48
2738,31991.81
2739,31319.32
2740,31043.81
2741,31147.89
2742,31566.75
2743,32097.87
2744,33918.74
2745,35688.36
2746,37271.80
2747,38800.26
2748,40357.61
2749,41985.59
2750,43750.94
2751,45495.29
2752,46981.39
2753,47978.85
2754,47795.69
2755,46452.61
2756,45947.36
2757,44566.87
2758,41770.35
2759,38474.35
2760,35812.06
2761,34194.19
2762,33179.78
2763,32779.67
2764,33004.18
2765,34407.34
2766,36863.30
2767,38165.97
2768,39310.65
2769,40781.82
2770,42239.36
2771,43905.29
2772,45569.83
2773,47313.84
2774,48641.13
2775,49743.78
2776,50729.10
2777,50755.55
2778,49583.25
2779,48217.62
2780,48021.07
2781,46593.02
2782,43735.52
2783,40659.84
2784,38223.73
2785,36640.12
2786,35578.37
2787,35140.02
2788,35398.49
2789,36782.57
2790,39294.82
2791,40635.50
2792,41409.76
2793,42618.45
2794,44072.64
2795,45171.32
2796,45916.74
2797,46395.50
2798,46718.76
2799,47109.71
2800,47356.91
2801,47271.01
2802,46984.20
2803,46683.65
2804,47088.68
2805,46372.68
2806,44021.49
2807,41262.93
2808,38782.64
2809,37193.69
2810,36363.50
2811,35942.26
2812,36176.47
2813,37471.49
2814,39931.26
2815,41174.30
2816,42490.12
2817,44298.02
2818,46360.37
2819,48053.77
2820,49399.90
2821,50685.94
2822,51523.62
2823,52001.40
2824,52259.41
2825,52002.62
2826,51074.04
2827,50384.44
2828,50065.11
2829,48393.24
2830,45535.03
2831,42572.45
2832,40115.62
2833,38171.80
2834,36802.58
2835,36026.78
2836,35956.67
2837,37204.08
2838,39527.10
2839,40776.28
2840,41776.44
2841,43191.97
2842,44567.29
2843,45375.97
2844,45935.71
2845,46396.46
2846,46858.30
2847,46849.50
2848,46759.99
2849,46346.82
2850,45550.65
2851,44908.63
2852,44929.86
2853,43961.07
2854,41724.93
2855,39123.34
2856,36882.42
2857,35457.04
2858,34534.21
2859,34088.31
2860,34234.49
2861,35312.78
2862,37625.55
2863,39053.94
2864,39662.13
2865,40430.03
2866,41068.83
2867,41446.45
2868,41465.11
2869,41545.47
2870,41372.40
2871,41137.63
2872,40993.13
2873,40669.97
2874,40129.36
2875,39899.65
2876,40328.24
2877,39731.18
2878,38289.14
2879,36512.65
2880,34695.60
2881,33312.26
2882,32428.08
2883,31845.44
2884,31614.75
2885,31868.99
2886,32788.38
2887,33680.26
2888,35108.51
2889,36718.86
2890,38083.22
2891,39032.39
2892,39755.22
2893,40310.50
2894,40430.86
2895,40223.14
2896,40157.77
2897,40323.20
2898,40081.44
2899,40035.77
2900,40286.78
2901,39660.64
2902,38399.32
2903,36650.92
2904,34832.94
2905,33416.27
2906,32410.94
2907,31918.50
2908,31675.05
2909,31804.97
2910,32162.17
2911,32605.55
2912,34659.83
2913,37008.03
2914,39235.71
2915,41288.20
2916,43339.78
2917,45278.53
2918,47283.16
2919,49173.80
2920,50840.91
2921,51725.31
2922,51646.98
2923,49987.79
2924,48917.59
2925,47722.66
2926,44940.44
2927,41786.97
2928,39343.54
2929,37714.83
2930,36729.30
2931,36135.65
2932,36375.29
2933,37702.13
2934,40125.66
2935,41244.46
2936,42677.02
2937,44953.88
2938,47638.27
2939,50620.42
2940,53506.83
2941,56405.43
2942,58611.71
2943,60294.35
2944,61215.93
2945,60634.12
2946,58796.66
2947,55923.64
2948,53782.64
2949,51305.68
2950,47874.68
2951,44279.44
2952,41252.95
2953,39283.19
2954,37900.70
2955,36950.24
2956,36770.78
2957,37840.38
2958,39911.73
2959,40829.48
2960,41839.69
2961,42909.66
2962,44183.92
2963,45580.04
2964,46541.82
2965,47616.37
2966,48777.02
2967,49779.32
2968,50121.05
2969,49658.89
2970,48498.48
2971,46812.71
2972,45956.75
2973,44674.58
2974,41591.80
2975,38194.37
2976,35609.54
2977,33859.71
2978,32727.90
2979,32060.43
2980,32035.51
2981,33258.75
2982,35484.44
2983,36580.21
2984,37474.01
2985,38505.54
2986,39698.64
2987,40897.94
2988,42203.63
2989,43749.55
2990,45376.48
2991,47029.48
2992,48457.73
2993,49097.18
2994,48417.96
2995,46590.00
2996,45517.51
2997,44025.29
2998,41136.91
2999,37998.22
3000,35379.47
3001,33530.82
3002,32273.58
3003,31568.75
3004,31700.30
3005,33016.32
3006,35308.94
3007,36602.51
3008,37991.97
3009,39453.29
3010,41076.81
3011,42688.53
3012,44531.18
3013,46590.73
3014,48734.14
3015,50638.47
3016,52212.92
3017,52589.38
3018,51832.47
3019,49874.91
3020,48320.39
3021,46444.16
3022,43224.20
3023,39583.34
3024,36622.58
3025,34696.35
3026,33294.58
3027,32548.66
3028,32704.81
3029,33834.38
3030,35954.96
3031,37390.49
3032,39181.59
3033,41168.02
3034,43288.50
3035,45331.23
3036,47277.71
3037,49587.97
3038,51489.97
3039,53041.17
3040,53986.62
3041,53546.86
3042,52069.10
3043,49722.95
3044,48046.87
3045,46209.15
3046,43729.30
3047,40940.79
3048,38289.17
3049,36294.90
3050,34996.64
3051,34107.88
3052,33723.00
3053,33949.94
3054,34671.82
3055,35716.36
3056,38091.11
3057,40690.45
3058,43315.56
3059,45824.62
3060,48128.05
3061,50151.39
3062,51997.29
3063,53350.04
3064,54239.74
3065,54302.37
3066,53507.78
3067,51718.00
3068,50819.43
3069,49630.59
3070,47509.64
3071,45004.54
3072,42750.33
3073,40843.78
3074,39412.81
3075,38419.57
3076,37764.26
3077,37648.43
3078,37673.91
3079,38304.08
3080,40564.24
3081,43002.38
3082,45395.59
3083,47354.89
3084,49242.83
3085,50919.99
3086,52216.19
3087,53250.67
3088,53847.29
3089,53929.53
3090,53052.04
3091,51504.06
3092,50652.81
3093,49469.81
3094,46853.22
3095,43627.74
3096,40701.75
3097,38737.87
3098,37431.26
3099,36775.13
3100,36868.07
3101,38037.76
3102,40074.13
3103,41253.88
3104,42677.39
3105,44300.13
3106,46132.32
3107,47913.13
3108,49371.92
3109,50474.03
3110,51073.01
3111,51498.09
3112,51720.86
3113,51196.74
3114,50085.92
3115,48469.76
3116,47953.10
3117,46338.61
3118,43487.37
3119,40427.17
3120,37983.03
3121,36356.16
3122,35392.99
3123,34972.46
3124,35335.32
3125,36697.24
3126,39102.18
3127,40414.54
3128,41648.84
3129,43360.12
3130,45251.50
3131,46925.00
3132,48097.07
3133,49025.89
3134,49748.76
3135,50284.34
3136,50020.93
3137,48815.10
3138,47028.25
3139,45248.96
3140,44457.70
3141,43029.35
3142,40460.03
3143,37842.74
3144,35526.41
3145,33912.67
3146,32421.45
3147,31851.63
3148,32053.76
3149,33404.01
3150,35926.63
3151,37181.78
3152,38097.87
3153,38916.61
3154,39554.13
3155,40074.89
3156,40190.02
3157,40214.01
3158,40266.67
3159,40779.60
3160,41279.68
3161,41408.64
3162,41114.41
3163,40736.59
3164,40950.61
3165,40137.58
3166,37834.97
3167,35485.62
3168,33488.79
3169,32280.66
3170,31605.56
3171,31361.40
3172,31671.53
3173,33058.27
3174,35539.48
3175,36742.47
3176,37678.14
3177,38557.21
3178,39377.46
3179,40296.61
3180,41220.62
3181,42135.95
3182,42836.11
3183,43326.94
3184,43863.42
3185,44011.89
3186,43644.85
3187,42880.86
3188,42985.76
3189,42395.34
3190,39920.05
3191,37100.50
3192,34804.49
3193,33389.07
3194,32451.29
3195,32074.01
3196,32252.41
3197,33572.34
3198,35762.77
3199,37049.55
3200,38219.87
3201,39716.79
3202,41122.42
3203,42444.22
3204,43916.97
3205,45675.60
3206,47188.26
3207,48520.12
3208,49317.90
3209,49111.08
3210,47943.21
3211,46179.22
3212,45296.68
3213,44204.02
3214,42126.97
3215,39342.06
3216,36831.35
3217,35082.88
3218,33693.66
3219,32901.91
3220,32509.63
3221,32731.68
3222,33378.59
3223,34485.05
3224,36725.59
3225,39239.40
3226,41407.37
3227,43179.48
3228,44491.02
3229,45586.33
3230,46307.70
3231,46475.62
3232,46237.59
3233,45790.07
3234,45136.50
3235,44190.50
3236,43964.33
3237,43253.51
3238,41463.13
3239,39234.18
3240,37060.62
3241,35448.82
3242,34155.18
3243,33421.28
3244,33092.74
3245,33016.85
3246,33349.98
3247,33925.65
3248,35817.46
3249,38007.05
3250,39840.25
3251,41112.40
3252,41900.42
3253,42442.81
3254,42838.45
3255,43393.01
3256,44137.30
3257,44862.12
3258,45091.55
3259,44628.81
3260,44551.51
3261,44221.92
3262,42070.46
3263,39333.59
3264,36961.98
3265,35467.19
3266,34603.95
3267,34203.92
3268,34594.24
3269,36036.19
3270,38343.51
3271,39938.49
3272,41614.97
3273,43235.28
3274,44920.10
3275,46737.16
3276,48516.28
3277,50249.91
3278,51291.99
3279,51310.19
3280,50608.64
3281,50349.53
3282,49762.99
3283,48070.55
3284,47199.65
3285,45975.77
3286,43187.16
3287,39830.27
3288,37189.65
3289,35337.68
3290,33888.56
3291,33044.24
3292,33141.43
3293,34203.22
3294,36480.91
3295,37797.95
3296,39210.18
3297,40916.07
3298,42863.92
3299,44474.22
3300,45517.25
3301,46457.68
3302,46944.53
3303,46906.45
3304,46802.84
3305,46633.23
3306,46033.52
3307,45175.25
3308,45068.68
3309,44023.32
3310,40884.13
3311,37667.17
3312,35318.60
3313,33716.95
3314,32766.48
3315,32274.14
3316,32445.33
3317,33610.69
3318,35829.88
3319,37310.42
3320,38591.97
3321,39753.79
3322,40725.11
3323,41507.45
3324,42324.86
3325,43270.59
3326,43957.18
3327,44479.07
3328,44928.27
3329,44793.42
3330,44059.70
3331,43223.02
3332,43055.60
3333,42311.42
3334,39991.73
3335,37181.44
3336,34831.84
3337,33286.37
3338,32321.17
3339,31828.82
3340,32012.09
3341,33247.05
3342,35486.86
3343,36900.20
3344,38285.87
3345,39895.32
3346,41514.44
3347,43112.58
3348,44761.34
3349,46298.27
3350,47830.08
3351,49346.90
3352,50760.30
3353,51302.07
3354,50755.83
3355,49408.42
3356,48364.27
3357,47349.72
3358,44688.56
3359,41375.47
3360,38566.77
3361,36636.76
3362,35429.53
3363,34833.82
3364,34944.86
3365,36044.16
3366,38137.20
3367,39525.88
3368,41179.35
3369,43091.50
3370,45149.89
3371,47345.21
3372,49259.49
3373,51004.29
3374,52065.75
3375,52879.87
3376,53403.12
3377,53189.15
3378,51834.15
3379,50189.91
3380,49124.84
3381,48121.45
3382,45864.51
3383,43262.31
3384,40807.05
3385,38946.03
3386,37496.39
3387,36558.18
3388,36135.44
3389,36169.35
3390,36640.84
3391,37330.26
3392,39257.42
3393,41478.02
3394,43432.33
3395,44828.95
3396,45529.40
3397,45936.57
3398,46182.96
3399,46505.43
3400,46691.14
3401,46543.11
3402,45645.83
3403,44675.01
3404,44433.68
3405,43895.14
3406,42308.23
3407,40320.52
3408,38251.35
3409,36517.39
3410,35306.74
3411,34579.75
3412,34220.52
3413,34134.08
3414,34221.48
3415,34791.45
3416,36720.24
3417,38869.45
3418,40917.90
3419,42482.76
3420,43473.28
3421,43963.06
3422,44274.01
3423,44632.29
3424,44958.12
3425,45100.50
3426,44795.25
3427,44274.08
3428,44404.40
3429,43998.50
3430,41970.00
3431,39320.04
3432,37034.69
3433,35515.96
3434,34604.71
3435,34097.18
3436,34494.79
3437,35887.65
3438,38291.39
3439,39778.77
3440,41255.74
3441,42804.80
3442,44241.69
3443,45412.17
3444,46418.47
3445,47583.54
3446,48470.38
3447,49376.50
3448,50229.85
3449,50104.30
3450,49267.43
3451,48065.91
3452,47489.36
3453,46655.07
3454,44124.98
3455,40984.22
3456,38585.49
3457,37102.84
3458,36076.08
3459,35467.68
3460,35679.25
3461,36995.36
3462,39093.10
3463,40557.27
3464,42319.42
3465,44322.60
3466,46429.08
3467,48034.64
3468,49320.83
3469,50560.22
3470,51640.66
3471,52376.36
3472,53238.08
3473,53773.92
3474,53232.49
3475,51738.58
3476,50483.88
3477,49262.98
3478,46468.00
3479,43092.56
3480,40399.31
3481,38660.62
3482,37541.05
3483,36897.60
3484,36876.00
3485,37975.71
3486,40077.05
3487,41716.43
3488,43931.90
3489,46409.27
3490,49274.92
3491,52308.40
3492,55015.24
3493,57578.37
3494,59819.73
3495,61702.70
3496,62820.57
3497,62683.09
3498,61164.40
3499,58599.24
3500,56454.18
3501,54622.00
3502,51051.19
3503,47270.29
3504,43881.78
3505,41605.98
3506,39934.56
3507,38905.51
3508,38822.07
3509,39827.61
3510,41777.25
3511,43055.83
3512,45229.89
3513,47928.65
3514,50582.54
3515,53374.03
3516,55927.18
3517,58402.69
3518,60232.71
3519,61498.06
3520,62161.46
3521,61532.17
3522,59661.73
3523,57384.21
3524,55942.61
3525,54398.19
3526,51409.34
3527,47875.33
3528,44500.45
3529,41778.33
3530,39770.53
3531,38619.00
3532,38395.64
3533,39396.24
3534,40970.36
3535,42195.89
3536,43886.77
3537,45877.31
3538,47938.28
3539,49482.17
3540,51056.61
3541,52553.55
3542,53634.17
3543,54298.41
3544,54513.93
3545,53753.08
3546,51634.41
3547,49285.96
3548,47997.40
3549,46493.86
3550,43923.89
3551,40695.73
3552,37854.54
3553,35795.43
3554,34349.25
3555,33667.39
3556,33228.11
3557,33094.80
3558,33381.62
3559,34202.99
3560,36303.74
3561,38720.19
3562,41238.61
3563,43561.55
3564,45672.35
3565,47945.89
3566,50206.91
3567,52136.34
3568,53656.31
3569,54093.06
3570,53332.34
3571,51230.58
3572,49185.82
3573,47839.11
3574,45290.39
3575,42614.73
3576,39893.14
3577,37856.64
3578,36248.29
3579,35143.64
3580,34553.84
3581,34312.64
3582,34242.95
3583,34746.79
3584,36364.27
3585,38350.28
3586,40441.31
3587,42557.91
3588,44790.10
3589,46658.11
3590,48140.79
3591,49056.85
3592,49549.71
3593,49503.28
3594,48435.27
3595,46814.36
3596,46048.21
3597,45349.57
3598,43387.55
3599,41009.96
3600,38658.42
3601,36873.84
3602,35608.87
3603,34869.11
3604,34695.79
3605,34951.81
3606,35219.54
3607,35629.59
3608,37625.70
3609,40248.87
3610,42564.22
3611,44662.68
3612,46444.33
3613,47855.57
3614,48865.68
3615,49628.38
3616,49880.25
3617,49643.57
3618,48499.75
3619,47270.70
3620,46537.29
