time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
59,0.0,0.0,17213.330876399996,5139.0,0.0,738.0,1596.1532356,8885.645888000001,7500.0
60,0.0,0.0,16063.97653,5139.0,0.0,738.0,1636.115224,8289.058245999999,7500.0
61,0.0,0.0,14261.764903199997,5139.0,0.0,738.0,2336.4353647999997,7944.059732000001,7500.0
62,0.0,0.0,11828.910678399996,5139.0,0.0,738.0,3311.9849956,8193.504326,7500.0
63,0.0,0.0,8237.3263796,5139.0,0.0,738.0,5455.5004164,8726.733204,7500.0
64,0.0,0.0,7571.344756400002,5139.0,0.0,738.0,5987.8231436,8519.7721,7500.0
65,0.0,0.0,5532.627461999997,5139.0,0.0,738.0,10010.426233999999,6754.576304,7500.0
66,0.0,0.0,3721.4274559999976,5139.0,0.0,738.0,20129.462544,0.0,7500.0
67,0.0,0.0,10323.154928,5139.0,0.0,738.0,15865.665072,0.0,7500.0
68,0.0,0.0,407.09587600000305,5139.0,0.0,738.0,26169.694123999998,0.0,7500.0
69,0.0,0.0,0.0,2821.477719999999,0.0,738.0,28817.972279999998,0.0,7500.0
70,0.0,0.0,0.0,1569.0893359999973,0.0,738.0,29569.500664,0.0,7500.0
71,0.0,0.0,0.0,1135.5796439999976,0.0,738.0,28778.410356,0.0,7500.0
72,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,5188.372736000001
73,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,4288.402736
74,0.0,0.0,0.0,0.0,0.0,738.0,30573.365964,0.0,4311.664035999998
75,0.0,0.0,0.0,0.0,0.0,738.0,30484.16642,0.0,4448.463579999996
76,0.0,0.0,0.0,0.0,0.0,738.0,29174.770456,0.0,6301.379544000003
77,0.0,0.0,0.0,561.8508879999972,0.0,738.0,28618.829112000003,0.0,7500.0
78,0.0,0.0,0.0,2292.533027999998,0.0,738.0,29323.386972,0.0,7500.0
79,0.0,0.0,1098.1916759999986,5139.0,0.0,738.0,28740.478324,0.0,7500.0
80,0.0,0.0,1990.0626920000032,5139.0,0.0,738.0,30018.017308,0.0,7500.0
81,0.0,0.0,0.0,1139.6484259999997,0.0,738.0,30910.457264,4824.79431,7500.0
82,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,8394.873354,3432.8593820000024
83,0.0,0.0,0.0,0.0,0.0,738.0,30867.635556,8534.648108,1791.806335999996
84,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,7938.684824,1103.0979119999975
85,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,5519.406158,2633.726577999996
86,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,3205.39968,4408.273055999996
87,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,1743.2916886,5478.101047399998
88,0.0,0.0,0.0,0.0,0.0,738.0,30867.339212000003,695.0244672,6401.3263208
89,0.0,0.0,0.0,0.0,0.0,738.0,30374.222796000002,168.0418838,7372.865320199996
90,0.0,0.0,0.0,272.23273600000175,0.0,738.0,30910.457264,0.0,7500.0
91,0.0,0.0,0.0,2165.662736000002,0.0,738.0,30910.457264,0.0,7500.0
92,0.0,0.0,0.0,2213.839648000001,0.0,738.0,30644.340352,0.0,7500.0
93,0.0,0.0,0.0,1294.102735999997,0.0,738.0,30910.457264,0.0,7500.0
94,0.0,0.0,0.0,308.3327360000003,0.0,738.0,30910.457264,0.0,7500.0
95,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,6215.082736
96,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,4452.012736000001
97,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,3358.922735999997
98,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,2997.892735999998
99,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,3042.852735999997
100,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,3563.0827360000003
101,0.0,0.0,0.0,4636.573100000005,0.0,738.0,23644.546899999998,0.0,7500.0
102,0.0,0.0,8929.025620000004,5139.0,0.0,738.0,16767.88438,0.0,7500.0
103,0.0,0.0,0.0,3743.058283999999,0.0,738.0,30760.951716000003,0.0,7500.0
104,0.0,0.0,585.8427360000023,5139.0,0.0,738.0,30910.457264,0.0,7500.0
105,0.0,0.0,255.7210809799999,5139.0,0.0,738.0,30910.457264,57.11165501999999,7500.0
106,0.0,0.0,0.0,3349.502432600002,0.0,738.0,30910.457264,766.4103034,7500.0
107,0.0,0.0,0.0,271.7876755999969,0.0,738.0,30910.457264,2615.1750604,7500.0
108,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,3093.449576,6204.243160000001
109,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,2913.933078,5436.859657999999
110,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,1764.3162656,5985.8864704000025
111,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,1195.4772648,6007.725471200003
112,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,678.3351064,6251.517629599997
113,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,157.32165694,6848.801079060001
114,0.0,0.0,0.0,636.2327360000018,0.0,738.0,30910.457264,0.0,7500.0
115,0.0,0.0,0.0,2537.0027359999985,0.0,738.0,30910.457264,0.0,7500.0
116,0.0,0.0,0.0,2334.0027359999985,0.0,738.0,30910.457264,0.0,7500.0
117,0.0,0.0,0.0,1677.352735999997,0.0,738.0,30910.457264,0.0,7500.0
118,0.0,0.0,0.0,332.4527360000029,0.0,738.0,30910.457264,0.0,7500.0
119,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,5893.182735999999
120,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,3781.362735999999
121,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,2254.882735999996
122,0.0,0.0,0.0,0.0,0.0,738.0,30550.843820000002,0.0,1656.1361800000013
123,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,0.0,809.2227359999997
124,0.0,0.0,0.0,0.0,0.0,738.0,27950.721564,0.0,3675.6184360000007
125,0.0,0.0,0.0,0.0,0.0,738.0,28518.813012,0.0,3766.496987999999
126,0.0,0.0,0.0,0.0,0.0,738.0,28410.202935999998,0.0,5735.777064000005
127,0.0,0.0,0.0,0.0,0.0,738.0,30047.79988,0.0,6903.340120000001
128,0.0,0.0,0.0,1939.9940520000018,0.0,738.0,29146.765948,0.0,7500.0
129,0.0,0.0,0.0,0.0,0.0,738.0,24780.877968,6833.625456000001,7491.316575999997
130,0.0,0.0,6140.896428,5139.0,0.0,738.0,15470.490348000001,5506.403224,7500.0
131,0.0,0.0,5845.876514399999,5139.0,0.0,738.0,13125.2683836,8496.345102000001,7500.0
132,0.0,0.0,8593.778513999998,5139.0,0.0,738.0,11140.459992,7922.261494,7500.0
133,0.0,0.0,12239.8546364,5139.0,0.0,738.0,7613.121811599999,7582.203552,7500.0
134,0.0,0.0,7421.334771599999,5139.0,0.0,738.0,11900.8342444,7856.160984,7500.0
135,0.0,0.0,12098.2684132,5139.0,0.0,738.0,6448.6528808,8330.048706,7500.0
136,0.0,0.0,16197.345739600001,5139.0,0.0,738.0,2440.7929043999998,8303.581356,7500.0
137,0.0,0.0,19177.9606804,5139.0,0.0,738.0,1880.6434756,6713.585844,7500.0
138,0.0,0.0,28538.867431759994,5139.0,0.0,738.0,324.26256824,0.0,7500.0
139,0.0,0.0,29918.6,5139.0,0.0,738.0,0.0,0.0,7500.0
140,0.0,0.0,29579.85,5139.0,0.0,738.0,0.0,0.0,7500.0
141,0.0,0.0,28967.96,5139.0,0.0,738.0,0.0,0.0,7500.0
142,0.0,0.0,27798.379999999997,5139.0,0.0,738.0,0.0,0.0,7500.0
143,0.0,0.0,25995.489999999998,5139.0,0.0,738.0,0.0,0.0,7500.0
144,0.0,0.0,24282.620000000003,5139.0,0.0,738.0,0.0,0.0,7500.0
145,0.0,0.0,23236.29,5139.0,0.0,738.0,0.0,0.0,7500.0
146,0.0,0.0,22689.32,5139.0,0.0,738.0,0.0,0.0,7500.0
147,0.0,0.0,22249.215606719998,5139.0,0.0,738.0,319.49439328,0.0,7500.0
148,0.0,0.0,22412.411104080005,5139.0,0.0,738.0,499.31889592000005,0.0,7500.0
149,0.0,0.0,23314.10970236,5139.0,0.0,738.0,774.9202976400001,0.0,7500.0
150,0.0,0.0,24642.219311599998,5139.0,0.0,738.0,1925.4506884,0.0,7500.0
151,0.0,0.0,27410.727806000003,5139.0,0.0,738.0,2813.7121939999997,0.0,7500.0
152,0.0,0.0,28659.5094868,5139.0,0.0,738.0,3714.3905132,0.0,7500.0
153,0.0,0.0,20736.58939,5139.0,0.0,738.0,4439.529464,7302.301146,7500.0
154,0.0,0.0,21376.215058,5139.0,0.0,738.0,3366.245582,7089.4493600000005,7500.0
155,0.0,0.0,19211.768523600003,5139.0,0.0,738.0,2931.4644823999997,8919.876994,7500.0
156,0.0,0.0,21683.5429832,5139.0,0.0,738.0,2480.2362908,5978.3907260000005,7500.0
157,0.0,0.0,20805.024436400003,5139.0,0.0,738.0,1820.4856436,6637.73992,7500.0
158,0.0,0.0,17561.313867200002,5139.0,0.0,738.0,2718.0523508,8213.483782,7500.0
159,0.0,0.0,15450.265197200006,5139.0,0.0,738.0,3732.3637768000003,8707.921026,7500.0
160,0.0,0.0,11134.355187600006,5139.0,0.0,738.0,7887.8919684,8600.232844,7500.0
161,0.0,0.0,14124.621329200003,5139.0,0.0,738.0,6841.0864228,7003.342248,7500.0
162,0.0,0.0,13930.335407800001,5139.0,0.0,738.0,14402.244314,1096.8802782,7500.0
163,0.0,0.0,20612.22516,5139.0,0.0,738.0,10738.024840000002,0.0,7500.0
164,0.0,0.0,10061.961595999997,5139.0,0.0,738.0,21426.708404,0.0,7500.0
165,0.0,0.0,11702.345552000002,5139.0,0.0,738.0,19497.064448,0.0,7500.0
166,0.0,0.0,3851.6423639999994,5139.0,0.0,738.0,26295.047636000003,0.0,7500.0
167,0.0,0.0,0.0,3906.7184880000023,0.0,738.0,29611.581512,0.0,7500.0
168,0.0,0.0,0.0,2141.599267999998,0.0,738.0,29705.670732,0.0,7500.0
169,0.0,0.0,0.0,3584.642531999998,0.0,738.0,27244.237468,0.0,7500.0
170,0.0,0.0,0.0,4215.7085640000005,0.0,738.0,26169.101435999997,0.0,7500.0
171,0.0,0.0,0.0,1326.4298359999993,0.0,738.0,29069.420164,0.0,7500.0
172,0.0,0.0,0.0,959.8600639999968,0.0,738.0,29854.879936,0.0,7500.0
173,0.0,0.0,0.0,4838.523372000003,0.0,738.0,27174.596628,0.0,7500.0
174,0.0,0.0,0.0,4416.069052000003,0.0,738.0,30072.840948,0.0,7500.0
175,0.0,0.0,2805.8399039999967,5139.0,0.0,738.0,30044.540096,0.0,7500.0
176,0.0,0.0,5816.7438440000005,5139.0,0.0,738.0,29171.066155999997,0.0,7500.0
177,0.0,0.0,0.0,2846.746871999996,0.0,738.0,30910.457264,6479.315864,7500.0
178,0.0,0.0,0.0,649.9723259999973,0.0,738.0,30526.691784000002,8305.72589,7500.0
179,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,8473.976798000002,6952.625937999996
180,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,7907.331194,6634.431542
181,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,7500.03261,5653.230126
182,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,7726.9188779999995,3920.113857999998
183,0.0,0.0,0.0,0.0,0.0,738.0,30766.730423999998,6080.6225620000005,4400.597013999999
184,0.0,0.0,0.0,0.0,0.0,738.0,30233.607568,7929.590914,2312.9615180000037
185,0.0,0.0,0.0,0.0,0.0,738.0,30416.599987999998,6220.994528,4019.1454839999997
186,0.0,0.0,0.0,3455.8415363999957,0.0,738.0,30910.457264,610.0411995999999,7500.0
187,0.0,0.0,2866.650711999995,5139.0,0.0,738.0,29494.229288000002,0.0,7500.0
188,0.0,0.0,1881.9927359999965,5139.0,0.0,738.0,30910.457264,0.0,7500.0
189,0.0,0.0,1929.7327360000018,5139.0,0.0,738.0,30910.457264,0.0,7500.0
190,0.0,0.0,1514.7227359999997,5139.0,0.0,738.0,30910.457264,0.0,7500.0
191,0.0,0.0,563.0027359999985,5139.0,0.0,738.0,30910.457264,0.0,7500.0
192,0.0,0.0,0.0,4870.953871999998,0.0,738.0,30749.246128,0.0,7500.0
193,0.0,0.0,0.0,4211.081947999999,0.0,738.0,30788.808052,0.0,7500.0
194,0.0,0.0,0.0,3932.0227360000026,0.0,738.0,30910.457264,0.0,7500.0
195,0.0,0.0,4360.718939999995,5139.0,0.0,738.0,25612.271060000003,0.0,7500.0
196,0.0,0.0,284.3449079999991,5139.0,0.0,738.0,30243.535092,0.0,7500.0
197,0.0,0.0,800.6331880000034,5139.0,0.0,738.0,30615.446812,0.0,7500.0
198,0.0,0.0,4596.656052000002,5139.0,0.0,738.0,28257.733947999997,0.0,7500.0
199,0.0,0.0,12389.392748000002,5139.0,0.0,738.0,22431.907252,0.0,7500.0
200,0.0,0.0,21726.690464,5139.0,0.0,738.0,14933.959536,0.0,7500.0
201,0.0,0.0,16228.785836000003,5139.0,0.0,738.0,14847.427088,5774.117076,7500.0
202,0.0,0.0,21262.854696000002,5139.0,0.0,738.0,9681.336222,4495.8390819999995,7500.0
203,0.0,0.0,20652.543512399992,5139.0,0.0,738.0,4801.6321976,8180.85429,7500.0
204,0.0,0.0,23758.836610799997,5139.0,0.0,738.0,264.2795792,7695.48381,7500.0
205,0.0,0.0,22397.43310332,5139.0,0.0,738.0,150.57090467999998,7368.835992000001,7500.0
206,0.0,0.0,20730.563907999996,5139.0,0.0,738.0,0.0,7554.786092,7500.0
207,0.0,0.0,19160.803762432,5139.0,0.0,738.0,21.343287567999997,7996.532949999999,7500.0
208,0.0,0.0,18178.701746000006,5139.0,0.0,738.0,783.08902,7791.6892339999995,7500.0
209,0.0,0.0,19374.776873199997,5139.0,0.0,738.0,1757.8977908,6067.565336,7500.0
210,0.0,0.0,24993.169436800003,5139.0,0.0,738.0,3734.7493459999996,555.9012171999999,7500.0
211,0.0,0.0,26000.739839600006,5139.0,0.0,738.0,5596.560160399999,0.0,7500.0
212,0.0,0.0,22181.382275999997,5139.0,0.0,738.0,9692.967724,0.0,7500.0
