time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
110,0.0,0.0,1756.6854704000016,5139.0,0.0,738.0,30910.457264,1764.3162656,5000.0
111,0.0,0.0,1696.4744711999992,5139.0,0.0,738.0,30910.457264,1195.4772648,5000.0
112,0.0,0.0,1899.264129599991,5139.0,0.0,738.0,30910.457264,678.3351064,5000.0
113,0.0,0.0,2507.98807906,5139.0,0.0,738.0,30910.457264,157.32165694,5000.0
114,0.0,0.0,3964.9362359999977,5139.0,0.0,738.0,30910.457264,0.0,5000.0
115,0.0,0.0,6150.821735999994,5139.0,0.0,738.0,30910.457264,0.0,5000.0
116,0.0,0.0,5917.371735999997,5139.0,0.0,738.0,30910.457264,0.0,5000.0
117,0.0,0.0,5162.224235999991,5139.0,0.0,738.0,30910.457264,0.0,5000.0
118,0.0,0.0,3615.5892360000034,5139.0,0.0,738.0,30910.457264,0.0,5000.0
119,0.0,0.0,1385.428735999998,5139.0,0.0,738.0,30910.457264,0.0,5000.0
120,0.0,0.0,241.58573599999727,3854.25,0.0,738.0,30910.457264,0.0,5000.0
121,0.0,0.0,0.0,2569.5,0.0,738.0,30910.457264,0.0,4770.8837359999925
122,0.0,0.0,0.0,1597.883179999997,0.0,738.0,30550.843820000002,0.0,5000.0
123,0.0,0.0,0.0,1150.4934879999928,0.0,738.0,30910.457264,0.0,4527.3812480000015
124,0.0,0.0,1095.0259480000022,2435.243487999993,0.0,738.0,27950.721564,0.0,5000.0
125,0.0,0.0,0.0,3719.993487999993,0.0,738.0,28518.813012,0.0,5000.0
126,0.0,0.0,963.6305760000068,5004.743487999993,0.0,738.0,28410.202935999998,0.0,5000.0
127,0.0,0.0,2417.71112,5139.0,0.0,738.0,30047.79988,0.0,5000.0
128,0.0,0.0,5199.708052000002,5139.0,0.0,738.0,29146.765948,0.0,5000.0
129,0.0,0.0,5230.677195999993,5139.0,0.0,738.0,22879.090348,6833.625456000001,5000.0
130,0.0,0.0,14715.114927999995,5139.0,0.0,738.0,15470.490348000001,5506.403224,5000.0
131,0.0,0.0,14472.550014399996,5139.0,0.0,738.0,13125.2683836,8496.345102000001,5000.0
132,0.0,0.0,17248.803513999992,5139.0,0.0,738.0,11140.459992,7922.261494,5000.0
133,0.0,0.0,20861.681636399997,5139.0,0.0,738.0,7613.121811599999,7582.203552,5000.0
134,0.0,0.0,16004.634271599993,5139.0,0.0,738.0,11900.8342444,7856.160984,5000.0
135,0.0,0.0,20636.363913199995,5139.0,0.0,738.0,6448.6528808,8330.048706,5000.0
136,0.0,0.0,24745.1537396,5139.0,0.0,738.0,2440.7929043999998,8303.581356,5000.0
137,0.0,0.0,27850.3391804,5139.0,0.0,738.0,1880.6434756,6713.585844,5000.0
138,0.0,0.0,37374.88693175999,5139.0,0.0,738.0,324.26256824,0.0,5000.0
139,0.0,0.0,38912.939999999995,5139.0,0.0,738.0,0.0,0.0,5000.0
140,0.0,0.0,38523.377499999995,5139.0,0.0,738.0,0.0,0.0,5000.0
141,0.0,0.0,37819.704,5139.0,0.0,738.0,0.0,0.0,5000.0
142,0.0,0.0,36474.68699999999,5139.0,0.0,738.0,0.0,0.0,5000.0
143,0.0,0.0,34401.36349999999,5139.0,0.0,738.0,0.0,0.0,5000.0
144,0.0,0.0,32431.563000000002,5139.0,0.0,738.0,0.0,0.0,5000.0
145,0.0,0.0,31228.283499999998,5139.0,0.0,738.0,0.0,0.0,5000.0
146,0.0,0.0,30599.267999999996,5139.0,0.0,738.0,0.0,0.0,5000.0
147,0.0,0.0,30141.072106719992,5139.0,0.0,738.0,319.49439328,0.0,5000.0
148,0.0,0.0,30355.72060408,5139.0,0.0,738.0,499.31889592000005,0.0,5000.0
149,0.0,0.0,31434.01420236,5139.0,0.0,738.0,774.9202976400001,0.0,5000.0
150,0.0,0.0,33133.9198116,5139.0,0.0,738.0,1925.4506884,0.0,5000.0
151,0.0,0.0,36450.943805999996,5139.0,0.0,738.0,2813.7121939999997,0.0,5000.0
152,0.0,0.0,38022.144486799996,5139.0,0.0,738.0,3714.3905132,0.0,5000.0
153,0.0,0.0,30114.902389999996,5139.0,0.0,738.0,4439.529464,7302.301146,5000.0
154,0.0,0.0,30657.551558,5139.0,0.0,738.0,3366.245582,7089.4493600000005,5000.0
155,0.0,0.0,28377.7850236,5139.0,0.0,738.0,2931.4644823999997,8919.876994,5000.0
156,0.0,0.0,30711.418483199996,5139.0,0.0,738.0,2480.2362908,5978.3907260000005,5000.0
157,0.0,0.0,29701.0619364,5139.0,0.0,738.0,1820.4856436,6637.73992,5000.0
158,0.0,0.0,26341.7913672,5139.0,0.0,738.0,2718.0523508,8213.483782,5000.0
159,0.0,0.0,24140.39769720001,5139.0,0.0,738.0,3732.3637768000003,8707.921026,5000.0
160,0.0,0.0,19784.277187600004,5139.0,0.0,738.0,7887.8919684,8600.232844,5000.0
161,0.0,0.0,22826.528829199997,5139.0,0.0,738.0,6841.0864228,7003.342248,5000.0
162,0.0,0.0,23003.862299,5139.0,0.0,738.0,14249.686422800001,1096.8802782,5000.0
163,0.0,0.0,29821.312659999996,5139.0,0.0,738.0,10738.024840000002,0.0,5000.0
164,0.0,0.0,22571.895659999987,5139.0,0.0,738.0,18146.624840000004,0.0,5000.0
165,0.0,0.0,20888.807052,5139.0,0.0,738.0,19497.064448,0.0,5000.0
166,0.0,0.0,12880.195863999994,5139.0,0.0,738.0,26295.047636000003,0.0,5000.0
167,0.0,0.0,7531.163488000002,5139.0,0.0,738.0,29611.581512,0.0,5000.0
168,0.0,0.0,5515.389767999994,5139.0,0.0,738.0,29705.670732,0.0,5000.0
169,0.0,0.0,6805.674531999997,5139.0,0.0,738.0,27244.237468,0.0,5000.0
170,0.0,0.0,7370.130063999997,5139.0,0.0,738.0,26169.101435999997,0.0,5000.0
171,0.0,0.0,4482.507335999999,5139.0,0.0,738.0,29069.420164,0.0,5000.0
172,0.0,0.0,4178.77106399999,5139.0,0.0,738.0,29854.879936,0.0,5000.0
173,0.0,0.0,8237.191372000001,5139.0,0.0,738.0,27174.596628,0.0,5000.0
174,0.0,0.0,8186.105551999997,5139.0,0.0,738.0,30072.840948,0.0,5000.0
175,0.0,0.0,12239.946903999993,5139.0,0.0,738.0,30044.540096,0.0,5000.0
176,0.0,0.0,15571.465343999993,5139.0,0.0,738.0,29171.066155999997,0.0,5000.0
177,0.0,0.0,7478.924871999989,5139.0,0.0,738.0,30910.457264,6479.315864,5000.0
178,0.0,0.0,5169.0308259999965,5139.0,0.0,738.0,30526.691784000002,8305.72589,5000.0
179,0.0,0.0,3874.884937999994,5139.0,0.0,738.0,30910.457264,8473.976798000002,5000.0
180,0.0,0.0,3423.964541999996,5139.0,0.0,738.0,30910.457264,7907.331194,5000.0
181,0.0,0.0,2234.4881259999947,5139.0,0.0,738.0,30910.457264,7500.03261,5000.0
182,0.0,0.0,275.4373579999956,5139.0,0.0,738.0,30910.457264,7726.9188779999995,5000.0
183,0.0,0.0,559.4895139999935,5139.0,0.0,738.0,30766.730423999998,6080.6225620000005,5000.0
184,0.0,0.0,0.0,3854.25,0.0,738.0,30233.607568,7929.590914,4640.835518
185,0.0,0.0,89.35648399999627,5139.0,0.0,738.0,30416.599987999998,6220.994528,5000.0
186,0.0,0.0,7298.992536399994,5139.0,0.0,738.0,30910.457264,610.0411995999999,5000.0
187,0.0,0.0,12227.332711999989,5139.0,0.0,738.0,29494.229288000002,0.0,5000.0
188,0.0,0.0,11307.410235999992,5139.0,0.0,738.0,30910.457264,0.0,5000.0
